Count,Hole Size,Plated,Hole Shape,Drill Layer Pair,Hole Type
2,1.80mm (70.87mils),NPTH,Round,"L1 (Sig, PWR) - L2 (Sig, GND)",Mechanical
Total 2,,,,,
